"","r","lambda","lp__"
"50",-0.068571210013332,2.39864311316177,-3.37432187542047
"51",0.291383487306396,3.34357687682125,-4.31781510026691
"52",0.140916336719037,2.32620427288613,-3.57941451884912
"53",0.576774407648455,0.353828058970142,-3.73839458733716
"54",0.287184508577148,2.14679162204185,-3.62019916287094
"55",-0.727044122318393,1.30163311730322,-3.2570708415018
"56",1.57385581986161,0.726712310076792,-4.44305379861167
"57",-1.01070407383974,0.667167897960033,-3.56419381815101
"58",0.101209301000815,0.405389106004326,-3.43264907499069
"59",1.3086839437008,1.99400500447379,-4.39556640328605
"60",0.623862045993759,0.57007104854841,-3.40974896385871
"61",-1.16219332822741,0.346902055035934,-4.21858071660473
"62",-1.87997618687435,1.3552524116642,-4.77073246277208
"63",-0.905067798732994,0.284601676039073,-4.1845170800161
"64",1.12083504564217,0.384431379890892,-4.12141351763684
"65",1.08391880761142,2.20973088769121,-4.24311962681292
"66",1.1234504540274,2.32498877579685,-4.35437571443466
"67",-1.50085706118429,1.76801510188329,-4.24399024354712
"68",0.295824887600765,0.257847375365399,-3.98270387486377
"69",-1.23510529666604,4.36658680714323,-4.89344383211902
"70",1.32825537410642,0.445254076245619,-4.2560996028086
"71",0.901997391014773,1.51619505717149,-3.69474384985064
"72",1.57574239150253,1.21105838970051,-4.52666325425375
"73",1.1981041689062,1.39231428738654,-3.95396253993735
"74",-1.36523599475486,1.01841831146127,-3.89470629430831
"75",-1.35520336181276,1.18106626061178,-3.89180982529579
"76",-1.47424771986509,0.455749557679828,-4.37408686234843
"77",-0.873117490254512,0.548786624883926,-3.5365515504369
"78",0.213064177935458,0.500708303247571,-3.30125577301302
"79",0.864309354345882,0.557686948674441,-3.59997987199005
"80",-1.7302831422325,1.3508991134012,-4.49959126819831
"81",-0.540829656195578,0.521528516017094,-3.33465418042938
"82",-0.188615011315189,1.52329857571679,-3.07094203810742
"83",-0.205272908278387,1.0625339584224,-2.99295442116407
"84",0.038276430758074,0.496877604940803,-3.25958328157964
"85",-0.777306340830213,2.40157365051496,-3.64719131256779
"86",-0.416790845354942,2.35940525317133,-3.41485235388665
"87",-0.407887674630199,1.94123592678105,-3.25905059596419
"88",-1.4580798315656,0.491455753282596,-4.29266371599604
"89",-1.06613501164231,0.675152533838841,-3.61676667022854
"90",-0.859785328295512,0.389332373285383,-3.79568419185191
"91",-1.73676192182183,1.5464027777667,-4.55902513722495
"92",-0.0400336393285259,0.968071057471456,-3.00374860871374
"93",-0.881962674449003,1.25350680548958,-3.37307524676645
"94",-0.987471024660101,0.513444514606087,-3.68630554098316
"95",-1.07488955064091,5.60863235321263,-5.20461008237742
"96",-0.188929603405313,0.386990580361467,-3.45536845426266
"97",-0.475556266681287,0.719584840818787,-3.13770887712437
"98",-0.904761244796822,1.70694047107941,-3.50758942391505
"99",0.525080133660505,1.66072172874731,-3.49189952760983
"100",-1.11210961432682,0.940090564340981,-3.58459049383324
"101",0.0774263244709993,0.50459907349189,-3.25856094700172
"102",1.42856303550384,0.59107568439441,-4.23237737272761
"103",-0.241807158799485,2.58826338082912,-3.44036758607676
"104",-1.21619363420839,1.38949674996879,-3.75068686321007
"105",-0.923747751883368,1.18973025833276,-3.40129045376315
"106",-0.923747751883368,1.18973025833276,-3.40129045376315
"107",-0.332029266838324,3.62441368217365,-3.87370782236203
"108",-0.0845538951813224,0.589827705368324,-3.13605607367845
"109",-0.296363328988321,1.56352339177955,-3.10178414063433
"110",-0.436322603223869,2.81652373387753,-3.60027562684554
"111",-0.759204915823675,2.09709164302534,-3.51948180743555
"112",0.200765106094865,1.51292741631829,-3.2563865153124
"113",0.197031724269287,0.442303600563653,-3.38486158430455
"114",-0.973820861886166,1.50397192963502,-3.51353097670946
"115",1.17147511073072,0.94253994610392,-3.79671064891875
"116",1.15151473621616,0.993339006821543,-3.77906937085566
"117",-0.204638275853622,2.26322520020864,-3.31272057575729
"118",-0.554794734112949,0.821106425610317,-3.14074540740485
"119",-0.315194508745316,1.36070365209644,-3.05674600271157
"120",0.731936973430167,1.87625634745654,-3.7357536269833
"121",-0.757664372241751,0.655764869418273,-3.34796243591029
"122",0.326346931726981,0.531368842380228,-3.3021769473247
"123",-0.587219884351142,1.69154986689997,-3.26598528026433
"124",-1.39678026191712,0.547898244062511,-4.13187728415412
"125",-0.244548752870602,1.26683172888973,-3.02159542748767
"126",-0.254760183668843,0.700978647918286,-3.07058686723751
"127",-0.117168730484757,0.689130402945659,-3.06327947088329
"128",0.150913863793779,1.48697356169583,-3.21347713612526
"129",-1.25446187364456,0.754439587020992,-3.79551936438467
"130",-1.9143880262463,1.1628280018904,-4.80378456779497
"131",-2.31791995216502,0.252655100488696,-6.61937522659758
"132",-2.22304283497717,0.583058342694609,-5.5906748708091
"133",-2.04967138800201,0.373278017838119,-5.5678708692452
"134",0.335075539538465,0.196193224328281,-4.39767687482281
"135",-0.753239201546539,3.85976165903745,-4.20979632528264
"136",-0.617800990970432,0.81256209570519,-3.17991306598652
"137",-0.110644884170171,0.395669960819689,-3.42815212753177
"138",0.470062088344283,1.90435625412756,-3.58823457282001
"139",0.177262430635981,0.35075758750579,-3.58813418383943
"140",-0.460441769635343,0.482196526899781,-3.35017119023921
"141",0.132289927497746,0.483684039308191,-3.30150358060016
"142",-0.311929721240755,2.57054960976895,-3.45508725077656
"143",-0.332406129665335,0.153010710966679,-4.8090092938387
"144",0.906849265594314,0.472185478772815,-3.73857391086991
"145",-1.0998322980211,2.5126233519353,-3.99271873720585
"146",1.38387828065902,2.05037028772079,-4.5363837162031
"147",0.550180399102676,0.726214046863634,-3.27918986647972
"148",0.352438898735654,0.301608916524847,-3.80600456129739
"149",0.748826959226361,1.02008512289316,-3.39933078418607
"150",-0.353925211460129,1.42318385760578,-3.0830482159651
"151",-1.19719168926961,0.331915743781884,-4.3081975717211
"152",-1.72420657822103,0.359372896799884,-4.99241524438441
"153",1.08235013878961,1.08041885420274,-3.71743711737
"154",0.332204814627063,0.810593244301201,-3.15968870574428
"155",0.0595040193046938,0.205919863887406,-4.25662505515032
"156",-0.599324404242479,0.752639215384397,-3.1891538235224
"157",1.11203211909076,1.00839093583024,-3.73626532552636
"158",-0.658333427147381,0.306467820191023,-3.90050306009166
"159",-0.116664856139558,0.061049435290198,-6.91310656181056
"160",-0.190177011274532,10.8251261543663,-6.18559356020406
"161",0.66178244306638,2.99059631496296,-4.34585647073673
"162",0.171507883113203,0.22568167888424,-4.13655926117453
"163",-0.0405431490519678,2.42651338457126,-3.40185938383018
"164",-0.305184047890962,2.07687732323311,-3.2700965204495
"165",-0.0609973125785883,0.787424259869501,-3.02699173010778
"166",0.392843707487335,1.00901181023088,-3.18970895634319
"167",0.78812059751273,0.596620074852621,-3.50462524845603
"168",-0.644108225972642,1.61593847346119,-3.27817796655002
"169",-1.25357516086999,0.846233731268224,-3.76619946742507
"170",-0.941105669438914,1.06945116431219,-3.40670305853976
"171",0.858723826401477,0.444635278517243,-3.73981202011175
"172",1.22800002269037,0.47156469460113,-4.08375139654172
